DATE,TITLE,SPEAKER,SERIES,SERVICE,FILES
5/26/13,Joshua and the Walls,Jeremy McNatt,N/A,Sunday Evening,052613_JoshuaAndTheWalls_JeremyMcNatt.mp3
5/19/13,God's Staggering Promise of Eternal Glory,Mike Roy,N/A,Sunday Morning,051913_GodsStaggeringPromiseOfEternalGlory_Mike_Roy.mp3
5/19/13,Learning to Take God More Seriously,Gary Henry,N/A,Sunday Evening,051913_LearningToTakeGodMoreSeriously_GaryHenry.mp3
5/12/13,The Challenge of the Gospel,Jeremy Sweets,N/A,Sunday Morning,051213_TheChallengeOfTheGospel_JeremySweets.mp3
5/5/13,Forward Looking Faith,Gary Henry,N/A,Sunday Morning,050513_ForwardLookingFaith_GaryHenry.mp3
5/5/13,The First Church,Jeremy Sweets,N/A,Sunday Evening,050513_TheFirstChurch_JeremySweets.mp3
4/28/13,Our Greatest Sense of Worth and Belonging,Mike Roy,N/A,Sunday Morning,042813_OurGreatestSenseOfWorthAndBelonging_MikeRoy.mp3
4/28/13,The Great Commission,Curtis Byers,N/A,Sunday Evening,042813_TheGreatCommission_CurtisByers.mp3
4/21/13,Tempted and Tried,Gary Henry,N/A,Sunday Morning,042113_TemptedAndTried_GaryHenry.mp3
4/21/13,Twelve Kinds of Tolerance,Gary Henry,N/A,Sunday Evening,042113_TwelveKindsOfTolerance_GaryHenry.mp3
4/14/13,What Will Make This Church Grow?,Mike Roy,N/A,Sunday Morning,041413_WhatWillMakeThisChurchGrow_MikeRoy.mp3
4/7/13,Holy Spirit and Harvest,Jeremy Sweets,N/A,Sunday Morning,040713_HolySpiritAndHarvest_JeremySweets.mp3
4/7/13,Peter's Sermon - Pentecost,Jeremy Sweets,N/A,Sunday Evening,040713_PetersSermonPentecost_JeremySweets.mp3
3/31/13,Weekly Communion,Mike Roy,N/A,Sunday Morning,033113_WeeklyCommunion_MikeRoy.mp3
3/31/13,Waiting in Jerusalem,Jeremy Sweets,N/A,Sunday Evening,033113_WaitingInJerusalem_JeremySweets.mp3
3/24/13,The Ascension,Jeremy Sweets,N/A,Sunday Morning,032413_TheAscension_JeremySweets.mp3
3/24/13,The Gospel Can Save Us,Wes Oliver,N/A,Sunday Evening,032413_TheGospelCanSaveUs_WesOliver.mp3
3/17/13,Excuses,Mike Roy,N/A,Sunday Morning,031713_Excuses_MikeRoy.mp3
3/17/13,Sacrifice,Conrad Harkrider,N/A,Sunday Evening,031713_Sacrifice_ConradHarkrider.mp3
3/10/13,Pride,Jeremy Sweets,N/A,Sunday Morning,031013_Pride_JeremySweets.mp3
3/3/13,Learning to Value and Respect the Aged,Mike Roy,N/A,Sunday Morning,030313_LearningToValueAndRespectTheAging_MikeRoy.mp3
3/3/13,Jesus and the Little Children,Jeremy Sweets,N/A,Sunday Evening,030313_JesusAndTheLittleChildren_JeremySweets.mp3
2/24/13,The Story of Revelation - Part 3,Jeremy Sweets,N/A,Sunday Morning,022413_TheStoryOfRevelationPt3_JeremySweets.mp3
2/24/13,What is Your Attitude?,Marshall Hunt,N/A,Sunday Evening,022413_WhatIsYourAttitude_MarshallHunt.mp3
2/17/13,The Story of Revelation - Part 2,Jeremy Sweets,N/A,Sunday Evening,021713_TheStoryOfRevelationPt2_JeremySweets.mp3
2/17/13,The Story of Revelation - Part 1,Jeremy Sweets,N/A,Sunday Morning,021713_TheStoryOfRevelationPt1_JeremySweets.mp3
2/10/13,No Tears in Heaven,Mike Roy,N/A,Sunday Morning,021013_NoTearsInHeaven_MikeRoy.mp3
2/3/13,God Commands Repentance,Gary Henry,N/A,Sunday Morning,020313_GodCommandsRepentance_GaryHenry.mp3
2/3/13,Good Things Come From Believing,Gary Henry,N/A,Sunday Evening,020313_GoodThingsComeFromBelieving_GaryHenry.mp3
1/20/13,What Money Can't Buy,Jeremy Sweets,N/A,Sunday Morning,012013_WhatMoneyCantBuy_JeremySweets.mp3
1/6/13,Who Am I? - One Bound for Heaven,Gary Henry,N/A,Sunday Morning,010613_WhoAmIOneBoundForHeaven_GaryHenry.mp3
1/6/13,Disproving the Devil's Accusations,Gary Henry,N/A,Sunday Evening,010613_DisprovingTheDevilsAccusations_GaryHenry.mp3
12/23/12,Who Am I? - God's Created Child,Gary Henry,N/A,Sunday Morning,122312_WhoAmIGodsCreatedChild_GaryHenry.mp3
12/23/12,Do Not Love The World,Jeremy Sweets,N/A,Sunday Evening,122312_DoNotLoveTheWorld_JeremySweets.mp3
12/16/12,His Power And Coming,Jeremy Sweets,N/A,Sunday Morning,121612_HisPowerAndComing_JeremySweets.mp3
12/16/12,Modest - A Woman's Claime To Godliness,Mike Roy,N/A,Sunday Evening,121612_ModestyAWomansClaimeToGodliness_MikeRoy.mp3
12/9/12,The Word Of God,Conrad Harkrider,N/A,Sunday Morning,120912_TheWordOfGod_ConradHarkrider.mp3
12/2/12,Striving To Enter The Gate Of Heaven,Mike Roy,N/A,Sunday Morning,120212_StrivingToEnterTheGateOfHeaven_MikeRoy.mp3
12/2/12,Noah's Faith,Gary Henry,N/A,Sunday Evening,120212_NoahsFaith_GaryHenry.mp3
11/25/12,Strengthened By Grace,Jeremy Sweets,N/A,Sunday Morning,112512_StrengthenedByGrace_JeremySweets.mp3
11/25/12,Then The Devil Comes,Kyle McDonald,N/A,Sunday Evening,112512_ThenTheDevilComes_KyleMcDonald.mp3
11/18/12,Do You Give God Your Leftover Time?,Gary Henry,N/A,Sunday Morning,111812_DoYouGiveGodYourLeftoverTime_GaryHenry.mp3
11/18/12,Be Careful Not To Lose Your Salvation,Gary Henry,N/A,Sunday Evening,111812_BeCarefulNotToLoseYourSalvation_GaryHenry.mp3
11/11/12,Encouraging Words,Gary Henry,N/A,Sunday Morning,111112_EncouragingWords_GaryHenry.mp3
11/4/12,Find God And Obey,Mike Roy,N/A,Sunday Morning,110412_FindGodAndObey_MikeRoy.mp3
11/4/12,Political Season,Jeremy Sweets,N/A,Sunday Evening,110412_PoliticalSeason_JeremySweets.mp3
10/28/12,Representative,Jeremy Sweets,N/A,Sunday Morning,102812_Representative_JeremySweets.mp3
10/28/12,Lie To Ourselves,Chris Reid,N/A,Sunday Evening,102812_LieToOurselves_ChrisRied.mp3
10/21/12,Ten Tips For Better Bible Study,Gary Henry,N/A,Sunday Evening,102112_TenTipBetterBibleStudy_GaryHenry.mp3
10/14/12,The One Perfect Sacrifice For All Time,Mike Roy,N/A,Sunday Morning,101412_TheOnePerfectSacrificeForAllTime_MikeRoy.mp3
10/7/12,The Good Deposit,Jeremy Sweets,N/A,Sunday Evening,100712_TheGoodDeposit_JeremySweets.mp3
10/7/12,Finding Certainty In An Uncertain Life,Jeremy Sweets,N/A,Sunday Morning,100712_FindingCertaintyInAnUncertainLife_JeremySweets.mp3
9/30/12,The Appearing Of God's Grace,Jeremy Sweets,N/A,Sunday Evening,093012_TheAppearingOfGodsGrace_JeremySweets.mp3
9/30/12,Seek God And Live,Jeremy Sweets,N/A,Sunday Morning,093012_SeekGodAndLive_JeremySweets-1501787382.mp3
9/23/12,Trembling Before God,Mike Roy,N/A,Sunday Morning,092312_TremblingBeforeGod_MikeRoy.mp3
9/23/12,Comeback Story,Conrad Harkrider,N/A,Sunday Evening,092312_ComebackStory_ConradHarkrider.mp3
9/16/12,What It Means That God Is Faithful,Gary Henry,N/A,Sunday Morning,091612_WhatItMeansThatGodIsFaithful_GaryHenry.mp3
9/2/12,The Importance Of Doctrine,Jeremy Sweets,N/A,Sunday Evening,090212_TheImportanceOfDoctrine_JeremySweets.mp3
9/2/12,The Need For Purposeful Living,Gary Henry,N/A,Sunday Morning,090212_TheNeedForPurposefulLiving_GaryHenry.mp3
8/19/12,Can Christianity Work?,Jeremy Sweets,N/A,Sunday Morning,081912_CanChristianityWork_JeremySweets.mp3
8/12/12,God's Comfort Through Meditation And Prayer,Mike Roy,N/A,Sunday Morning,081212_MeditationAndPrayer_MikeRoy.mp3
8/5/12,Sharing The Truth,Gary Henry,N/A,Sunday Morning,080512_SharingTheTruth_GaryHenry.mp3
8/5/12,Jamaica Report,Jacob Stinson,N/A,Sunday Evening,080512_JamaicaReport_JacobStinson.mp3
7/29/12,Our Spiritual Struggle,Gilbert Booher,N/A,Sunday Evening,072912_OurSpiritualStruggle_GilbertBooher.mp3
7/29/12,Trust and Betrayal,Jeremy Sweets,N/A,Sunday Morning,072912_TrustandBetrayal_JeremySweets.mp3
7/22/12,Matthew 8,Jeremy Sweets,N/A,Sunday Evening,072212_Matthew8_JeremySweets.mp3
7/15/12,Romans 14 Unity And Diversity,Jeremy Sweets,N/A,Sunday Evening,071512_Romans14UnityAndDiversity_JeremySweets.mp3
7/15/12,Christian Approach To Government,Jeremy Sweets,N/A,Sunday Morning,071512_ChristianApproachToGovernment_JeremySweets.mp3
7/8/12,Foolishness Of Raging Against The Lord,Mike Roy,N/A,Sunday Morning,070812_FoolishnessOfRagingAgainstTheLord_MikeRoy.mp3
7/1/12,Communicating The Gospel,Gary Henry,N/A,Sunday Morning,070112_CommunicatingTheGospel_GaryHenry.mp3
7/1/12,Sounding Forth The Word,Gary Henry,N/A,Sunday Evening,070112_SoundingForthTheWord_GaryHenry.mp3
6/24/12,Developing A Proper Fear Of The Lord,Mike Roy,N/A,Sunday Morning,062412_DevelopingAProperFearOfTheLord_MikeRoy.mp3
6/24/12,The Tongue,Kevin Bain,N/A,Sunday Evening,062412_TheTongue_KevinBain.mp3
6/17/12,Four Things That Can Kill A Church,Gary Henry,N/A,Sunday Morning,061712_FourThingsThatCanKillAChurch_GaryHenry.mp3
6/17/12,Times When It Is Hard To Do Right,Gary Henry,N/A,Sunday Evening,061712_TimesWhenItsHardToDoRight_GaryHenry.mp3
6/10/12,Talking With God,Conrad Harkrider,N/A,Sunday Morning,061012_TalkingWithTheLord_ConradHarkrider.mp3
6/3/12,Just Do What's Right,Gary Henry,N/A,Sunday Morning,060312_JustDoWhatsRight_GaryHenry.mp3
6/3/12,The God Of The Gospel,Jeremy Sweets,N/A,Sunday Evening,060312_TheGodOfTheGospel_JeremySweets.mp3
5/27/12,God Blesses Our Desire For Him,Mike Roy,N/A,Sunday Evening,052712_GodBlessesOurDesireForHim_MikeRoy.mp3
5/27/12,All Have Sinned,Jeremy Sweets,N/A,Sunday Morning,052712_AllHaveSinned_JeremySweets.mp3
5/20/12,Confessing Our Faults To One Another,Gary Henry,N/A,Sunday Morning,052012_ConfessingOurFaultsToOneAnother_GaryHenry.mp3
5/20/12,The Diligent Worker,Gary Henry,N/A,Sunday Evening,052012_DiligentWorker_GaryHenry.mp3
5/13/12,The Importance Of Standing Up For Truth,Gary Henry,N/A,Sunday Morning,051312_TheImportanceOfStandingUpForTruth_GaryHenry.mp3
4/29/12,Three Evidences of Enthusiam In The Lord's Work,Gary Henry,N/A,Sunday Morning,042912_EvidencesOfEnthusiasm_GaryHenry.mp3
4/29/12,Suggestions For Listening To Gospel Preaching,Gary Henry,N/A,Sunday Evening,042912_SuggestionsForListening_GaryHenry.mp3
4/22/12,Accountability,Jeremy Sweets,N/A,Sunday Morning,042212_Accountability_JeremySweets.mp3
4/22/12,Three Lessons I've Learned,Trevor Brandt,N/A,Sunday Evening,042212_ThreeLessonsLearned_TrevorBrandt.mp3
4/15/12,Jonah The Judge,Jeremy Sweets,N/A,Sunday Morning,041512_JonahTheJudge_JeremySweets.mp3
4/15/12,The Work In South Africa,James McDonald,N/A,Sunday Evening,041512_TheWorkInSouthAfrica_JamesMcDonald.mp3
4/8/12,Gathering Around The Table Of The Lord,Mike Roy,N/A,Sunday Morning,040812_GatheringAroundTheTableOfTheLord_MikeRoy.mp3
4/1/12,Fleeing From The Lord,Jeremy Sweets,N/A,Sunday Morning,040112_FleeingFromTheLord_JeremySweets-1501701486.mp3
4/1/12,What Is Love,Jeremy Sweets,N/A,Sunday Evening,040112_WhatIsLove_JeremySweets.mp3
3/25/12,Lessons From Noah,Jeremy McNatt,N/A,Sunday Evening,032512_LessonsFromNoah_JeremyMcNatt.mp3
3/25/12,Take Heed Lest You Fall,Jeremy Sweets,N/A,Sunday Morning,032512_TakeHeedLestYouFall_JeremySweets.mp3
3/18/12,How Should The Church Raise Money,Conrad Harkrider,N/A,Sunday Morning,031812_HowShouldTheChurchRaiseMoney_ConradHarkrider.mp3
3/18/12,Principles For Maintaining Spiritual Health,Gary Henry,N/A,Sunday Evening,031812_PrinciplesForMaintainingSpiritualHealth_GaryHenry.mp3
3/11/12,Setting Proper Goals,Mike Roy,N/A,Sunday Morning,031112_SettingProperGoals_MikeRoy.mp3
3/4/12,How The Gospel Helps Us With Our Problems,Gary Henry,N/A,Sunday Morning,030412_HowTheGospelHelpsUsWithOurProblems_GaryHenry.mp3
3/4/12,The Importance Of The Lord's Supper,Gary Henry,N/A,Sunday Evening,030412_TheImportanceOfTheLordsSupper_GaryHenry.mp3
2/26/12,Together,Mike Roy,N/A,Sunday Morning,022612_Together_MikeRoy.mp3
2/26/12,What's Love Got To Do With It,Jerry Drew,N/A,Sunday Evening,022612_WhatsLoveGotToDoWithIt_JerryDrew.mp3
2/19/12,Adoption As Sons,Jeremy Sweets,N/A,Sunday Morning,021912_AdoptionAsSons_JeremySweets.mp3
2/19/12,Popular Religion,Gary Henry,N/A,Sunday Evening,021912_PopularReligion_GaryHenry.mp3
2/12/12,Mind of Christ,Jeremy Sweets,N/A,Sunday Morning,021212_MindOfChrist_JeremySweets.mp3
2/5/12,Ephesians 6,Nick Sawyers,N/A,Sunday Morning,020512_EphesiansChapter6_NickSawyer.mp3
1/29/12,Paul Addresses the Thessalonians,Jeremy Sweets,N/A,Sunday Morning,012912_PaulAddressThessalonians_JeremySweets-1501703743.mp3
1/29/12,Worth Doing Badly,Gary Henry,N/A,Sunday Evening,012912_WorthDoingBadly_GaryHenry-1501703799.mp3
1/22/12,The Secret of Being Content,Jimmy Hunt,N/A,Sunday Evening,012212_TheSecretOfBeingContent_JimmyHunt-1501703677.mp3
1/15/12,Life is Temporary,Jeremy Sweets,N/A,Sunday Morning,011512_LifeIsTemporary_JeremySweets.mp3
1/15/12,The Power of Prayer,Jeremy Sweets,N/A,Sunday Evening,011512_ThePowerOfPrayer_JeremySweets.mp3
1/8/12,Inseparable Items Faith Works,Jeremy Sweets,N/A,Sunday Morning,010812_InseperableItemsFaithWorks_JeremySweets.mp3
1/1/12,Taking Inventor of Ourselves,Gary Henry,N/A,Sunday Morning,010112_TakingInventoryOfOurselves_GaryHenry-1501703360.mp3
1/1/12,Three Means of Measuring a Person,Gary Henry,N/A,Sunday Evening,010112_ThreeMeansOfMeasuringAPerson_GaryHenry-1501703431.mp3
12/25/11,God's Dwelling Place,Curtis Byers,N/A,Sunday Evening,122511_GodsDwellingPlace_CurtisByers.mp3
12/25/11,I Am Declarations of Paul,Mike Roy,N/A,Sunday Morning,122511_IAmDeclarationsOfPaul_MikeRoy.mp3
12/18/11,Heaven The Home Of The Soul,Gary Henry,N/A,Sunday Evening,121811_HeavenTheHomeOfTheSoul_GaryHenry.mp3
12/18/11,Fulfilling Our Ministry,Gary Henry,N/A,Sunday Morning,121811_FulfillingOurMinistry_GaryHenry.mp3
12/11/11,What Disciples Do,Gary Henry,N/A,Sunday Morning,121111_WhatDisciplesDo_GaryHenry.mp3
12/4/11,The Garden Of Gethsemane,Jeremy Sweets,N/A,Sunday Evening,120411_TheGardenOfGethsemane_JeremySweets.mp3
12/4/11,Our Greatest Desire,Conrad Harkrider,N/A,Sunday Morning,120411_OurGreatestDesire_ConradHarkrider.mp3
11/27/11,Keep Our Conscience Clean,Jay Dukes,N/A,Sunday Evening,112711_KeepOurConscienceClean_JayDukes.mp3
11/27/11,Giving Thanks Always,Jeremy Sweets,N/A,Sunday Morning,112711_GivingThanksAlways_JeremySweets.mp3
11/20/11,Conversion,Gary Henry,N/A,Sunday Evening,112011_Conversion_GaryHenry.mp3
11/20/11,Scars Of Sin,Gary Henry,N/A,Sunday Morning,112011_ScarsOfSin_GaryHenry.mp3
11/13/11,Judge Not,Gary Henry,N/A,Sunday Morning,111311_JudgeNot_GaryHenry.mp3
11/6/11,Warning To Hypocrits,Jeremy Sweets,N/A,Sunday Evening,110611_WarningToHypocrits_JeremySweets.mp3
11/6/11,Spiritual Patriarchs,Mike Roy,N/A,Sunday Morning,110611_SpiritualPatriarchs_MikeRoy.mp3
10/30/11,Invigorated,Gary Henry,N/A,Sunday Evening,103011_Invigorated_GaryHenry.mp3
10/30/11,What We Need To Keep Going,Gary Henry,N/A,Sunday Morning,103011_WhatWeNeedToKeepGoing_GaryHenry.mp3
10/23/11,Living With Expectation,Jeremy Sweets,N/A,Sunday Evening,102311_LivingWithExpectation_JeremySweets.mp3
10/23/11,Deciding To Obey God,Gary Henry,N/A,Sunday Morning,102311_DecidingToObeyGod_GaryHenry.mp3
10/9/11,Make Your Call And Election Sure,Mike Roy,N/A,Sunday Morning,100911_MakeYourCallAndElectionSure_MikeRoy.mp3
10/2/11,Serving One Another,Jeremy Sweets,N/A,Sunday Evening,100211_ServingOneAnother_JeremySweets.mp3
10/2/11,Josiah The Boy King,Jeremy Sweets,N/A,Sunday Morning,100211_JosiahTheBoyKing_JeremySweets.mp3
9/25/11,Parenting Beyond Our Abilities,Jonathan Sheahen,N/A,Sunday Evening,092511_ParentingBeyondOurAbilities_JonathanSheahen.mp3
9/25/11,Lessons From The Ground Up,Norman Harber,N/A,Sunday Morning,092511_LessonsFromTheGroundUp_NormanHarber-1501986180.mp3
9/18/11,Evangelism,Conrad Harkrider,N/A,Sunday Evening,091811_Evangelism_ConradHarkrider.mp3
9/18/11,When God Calls Us WE Must Obey,Mike Roy,N/A,Sunday Morning,091811_WhenGodCallsUsWeMustObey_MikeRoy.mp3
9/11/11,Individual and National Tragedy,Jeremy Sweets,N/A,Sunday Morning,091111_IndAndNatTragedy_JeremySweets.mp3
9/4/11,Understanding: The Key To Relationships,Mike Roy,N/A,Sunday Evening,090411_Understanding_MikeRoy.mp3
9/4/11,Breaking Through The Cycle Of Retaliation,Jeremy Sweets,N/A,Sunday Morning,090411_Retaliation_JeremySweet.mp3
8/31/11,How Good Is Good Enough,Mitch Davis,Summer Series,Wednesday Bible Study,083111_HowGoodIsGoodEnough_MitchDavis.mp3
8/28/11,Lessons From Jude,Adam Booher,N/A,Sunday Evening,082811_LessonsFromJude_AdamBooher.mp3
8/28/11,The Christ of The Cross,Gary Henry,N/A,Sunday Morning,082811_TheChristOfTheCross_GaryHenry.mp3
8/24/11,We Must Change To Be Changed,Rodney Pitts,Summer Series,Wednesday Bible Study,082411_WeMustChangeToBeChanged_RodneyPitts.mp3
8/21/11,What Makes Hell Hell?,Gary Henry,N/A,Sunday Evening,082111_WhatMakesHellHell_GaryHenry-1501985110.mp3
8/21/11,Our Spiritual Father - Above Or Below?,Gary Henry,N/A,Sunday Morning,082111_SpiritualFatherAboveOrBelow_GaryHenry.mp3
8/17/11,Instrumental Music In Worship - Why?,Steve Reeves,Summer Series,Wednesday Bible Study,081711_InstrumentalMusicInWorshipWhy_SteveReeves.mp3
8/14/11,What Do You Think Of The Christ?,Curtis Byers,N/A,Sunday Morning,092808_WorkingWithaPurpose_JeremySweets.mp3
8/10/11,What Makes Love So Important,Rick Duggin,Summer Series,Wednesday Bible Study,081011_WhatMakesLoveSoImportant_RickDuggin.mp3
8/7/11,The Value of Small Groups,Mike Roy,N/A,Sunday Evening,080711_ValueOfSmallGroups_MikeRoy.mp3
8/7/11,Hear And Obey,Jeremy Sweets,N/A,Sunday Morning,080711_HearAndObey_JeremySweets.mp3
8/3/11,Fear The Lord,David Bunting,Summer Series,Wednesday Bible Study,080311_FearTheLord_DavidBunting.mp3
7/31/11,A Holy People,Jeremy Sweets,N/A,Sunday Evening,073111_AHolyPeople_JeremySweets.mp3
7/31/11,Intimacy With God,Mike Roy,N/A,Sunday Morning,073111_IntimacyWithGod_MikeRoy-1501984169.mp3
7/27/11,Are You Worldly Minded?,Lee Wildman,Summer Series,Wednesday Bible Study,072711_AreYouWorldlyMinded_LeeWildman.mp3
7/24/11,Justification By Faith,Curtis Byers,N/A,Sunday Evening,072411_JustificationByFaith_CurtisByers-1501983710.mp3
7/24/11,Jesus - The Light Of The World,Jeremy Sweets,N/A,Sunday Morning,072411_JesusTheLightOfTheWorld_JeremySweets.mp3
7/20/11,Humanism,Stacey Durham,Summer Series,Wednesday Bible Study,072011_Humanism_StaceyDurham.mp3
7/17/11,Almost Pursuaded,Gary Henry,N/A,Sunday Evening,071711_AlmostPursuaded_GaryHenry.mp3
7/17/11,Giving Up All For The Joy Of Christ,Gary Henry,N/A,Sunday Morning,071711_GivingUpAllForJoyOfChrist_GaryHenry.mp3
7/13/11,Putting Faith To Work,Johnny Felker,Summer Series,Wednesday Bible Study,071311_PuttingFaithToWork_JohnnyFelker.mp3
7/10/11,Set Your Mind On Things Above,Jeremy Sweets,N/A,Sunday Morning,071011_SetYourMindOnThingsAbove_JeremySweets.mp3
7/6/11,Serving God By Serving Others,Gary Kerr,Summer Series,Wednesday Bible Study,070611_ServingGodByServingOthers_GaryKerr.mp3
7/3/11,Hardships That Can Help Us,Gary Henry,N/A,Sunday Evening,070311_HardshipsThatCanHelpUs_GaryHenry.mp3
7/3/11,Our Sufficiency Is In God,Gary Henry,N/A,Sunday Morning,070311_OurSufficiencyIsInGod_GaryHenry.mp3
6/29/11,The Gospel,Matt Harber,Summer Series,Wednesday Bible Study,062911_TheGospel_MattHarber.mp3
6/26/11,2011 Elders Supported Preacher Report,Norman Harber,N/A,Sunday Evening,062611_2011EldersSupportedPreachersReport_NormanHarber-1501959148.mp3
6/26/11,How Do We Know What Our Real Priorities Are,Gary Henry,N/A,Sunday Morning,062611_HowDoWeKnowWhatOurRealPrioritiesAre_GaryHenry.mp3
6/22/11,Instrumental Music In Worship,Berry Kercheville,Summer Series,Wednesday Bible Study,Musical_Instruments.pdf 062211_MusicalInstruments_BerryKercheville.mp3
6/19/11,Being Single And Living A Godly Life,Jeremy Sweets,N/A,Sunday Evening,061911_BeingSingleAndLivingGodly_JeremySweets.mp3
6/19/11,Secure In Jesus Christ,Mike Roy,N/A,Sunday Morning,061911_SecureInJesusChrist_MikeRoy-1501960384.mp3
6/15/11,Sexual Immorality,Lowell Sallee,Summer Series,Wednesday Bible Study,061511_SexualImmorality_LowellSallee.mp3
6/12/11,The Lord Fights For Those Who Love Him,Gary Henry,N/A,Sunday Morning,061211_TheLordFightsForThoseThatLoveHim_GaryHenry-1501959927.mp3
6/8/11,The Uncertain Riches,Keith Camp,Summer Series,Wednesday Bible Study,060811_UncertainRiches_KeithCamp.mp3
6/5/11,The Confession Of Our Faith,Mike Roy,N/A,Sunday Evening,060511_TheConfessionOfOurFaith_GaryHenry.mp3
6/5/11,Rejoice In The Days Of Your Youth,Gary Henry,N/A,Sunday Morning,060511_RejoiceInTheDaysOfYourYouth_GaryHenry.mp3
6/1/11,The Golden Rule,Ken Green,Summer Series,Wednesday Bible Study,060111_TheGoldenRule_KenGreen.mp3
5/29/11,Faith In Christ,Mike Roy,N/A,Sunday Morning,052911_FaithInChrist_MikeRoy.mp3
5/29/11,Patience,Gary Henry,N/A,Sunday Morning,052911_Patience_GaryHenry.mp3
5/22/11,Secure In Your Faith,Mark Seaton,N/A,Sunday Evening,052211_SecureInYourFaith_MarkSeaton.mp3
5/22/11,Put Your Faith In God,Gary Henry,N/A,Sunday Morning,052211_PutYourFaithInGod_GaryHenry.mp3
5/15/11,Suffering And Sin,Mike Roy,N/A,Sunday Evening,051511PM_SufferingAndSin_MikeRoy.mp3
5/15/11,Jesus Calms The Storm,Jeremy Sweets,N/A,Sunday Morning,051511_JesusCalmsTheStorm_JeremySweets.mp3
5/10/11,Wrestling With The Scriptures,Jeremy Sweets,N/A,Sunday Evening,050111_WrestlingWithTheScriptures_JeremySweets.mp3
5/8/11,Ways That God Warns Us,Gary Henry,N/A,Sunday Morning,050811_WaysThatGodWarnsUs_GaryHenry.mp3
5/1/11,Four Problems Of Our Nation,Gary Henry,N/A,Sunday Morning,050111_FourProblemsOfOurNation_GaryHenry.mp3
4/24/11,"Undeserved Evil, Undeserved Love",Jeremy Sweets,N/A,Sunday Evening,042411_UndeservedEvilUndeservedLove_JeremySweets.mp3
4/24/11,How Great Thou Art,Mike Roy,N/A,Sunday Morning,042411_HowGreatThouArt_MikeRoy.mp3
4/17/11,Choosing Life,Gary Henry,N/A,Sunday Evening,041711_ChoosingLife_GaryHenry.mp3
4/17/11,Raising The Widow's Son,Jeremy Sweets,N/A,Sunday Morning,041711_RaisingTheWidowsSon_JeremySweets.mp3
4/3/11,Taking The Time,Gary Henry,N/A,Sunday Evening,040311_TakingTheTime_GaryHenry.mp3
4/3/11,Heaven - Our Hope and Our Home,Gary Henry,N/A,Sunday Morning,040311_HeavenOurHopeAndHome_GaryHenry.mp3
3/27/11,The Beatitudes,John Dukes,N/A,Sunday Evening,032711_TheBeatitudes_JohnDukes.mp3
3/27/11,Actively Worshiping God,Jeremy Sweets,N/A,Sunday Morning,032711_ActivelyWorshipingGod_JeremySweets.mp3
3/20/11,Voice Lessons,Jeremy Sweets,N/A,Sunday Evening,032011_VoiceLessons_JeremySweets.mp3
3/20/11,One God - One Mediator,Jeremy Sweets,N/A,Sunday Morning,032011_OneGodOneMediator_JeremySweets.mp3
3/13/11,The Best Day Of The Week,Gary Henry,N/A,Sunday Morning,031311_BestDayOfTheWeek_GaryHenry.mp3
3/6/11,Resisting The Adversary,Mike Roy,N/A,Sunday Morning,030611_ResistingTheAdversary_MikeRoy.mp3
3/6/11,Salvation Is Near,Gary Henry,N/A,Sunday Evening,030611_SalvationIsNear_GaryHenry.mp3
2/27/11,Good Can Be Distracting,Kevin Stinson,N/A,Sunday Evening,022711_GoodCanBeDistracting_KevinStinson.mp3
2/27/11,Recruiting Trip,Jeremy Sweets,N/A,Sunday Morning,022711_RecruitingTrip_JeremySweets.mp3
2/20/11,The Genuineness of Faith,Alex Hartsell,N/A,Sunday Evening,022011_GenuinenessOfFaith_JeremySweets.mp3
2/20/11,Message To The Thessalonians,Mike Roy,N/A,Sunday Morning,022011_MessageToTheThessalonians_MikeRoy.mp3
2/13/11,The New Birth,Jeremy Sweets,N/A,Sunday Morning,021311_TheNewBirth_JeremySweets.mp3
2/6/11,Song Of Solomon - Romantic Love After Marriage,Gary Henry,Song of Solomon,Sunday Evening,020611_SongOfSolomon4_GaryHenry.mp3
2/6/11,Song Of Solomon - Romantic Love Before Marriage,Gary Henry,Song of Solomon,Sunday Morning,020611_SongOfSolomon5_GaryHenry.mp3
1/30/11,Song Of Solomon - Romantic Love The Biblical View 2,Gary Henry,Song of Solomon,Sunday Evening,013011_SongOfSolomon2_GaryHenry.mp3
1/30/11,Song Of Solomon - Romantic Love The Biblical View 1,Gary Henry,Song of Solomon,Sunday Morning,013011_SongOfSolomon3_GaryHenry.mp3
1/23/11,Campsite Turned Cemetery,Kevin Bain,N/A,Sunday Evening,012311_CampsiteTurnedCemetery_KevinBain.mp3
1/23/11,Song Of Solomon - Introduction,Gary Henry,Song of Solomon,Sunday Morning,012311_IntroSongOfSoloman_GaryHenry.mp3
1/16/11,See Ourselves As God Sees Us,Gary Henry,N/A,Sunday Morning,011611_SeeOurselvesAsGodSeesUs_GaryHenry.mp3
1/16/11,The Whole World,Mike Roy,N/A,Sunday Evening,011611_TheWholeWorld_MikeRoy.mp3
1/9/11,2011 Elders' Address,Norman Harber,N/A,Sunday Morning,010911_2011EldersAddress_NormHarber.mp3
1/2/11,Purpose In Creation,Jeremy Sweets,N/A,Sunday Evening,010211_PurposeInCreation_JeremySweets.mp3
1/2/11,Three Of Life Greatests Challenges,Gary Henry,N/A,Sunday Morning,010211_ThreeOfLifesGreatestChallenges_GaryHenry.mp3
